Site,dcs:Count_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Years0To17_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Years18To49_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_Years50To64_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Years50To64_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Years50To64_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Years50To64_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_65OrMoreYears_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_Male_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Male_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Male_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Male_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_Female_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_Female_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Count_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:Percent_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_Percent_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_Percent_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:EstimatedCumulativeCount_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:LowerConfidenceIntervalLimit_EstimatedCumulativeCount_MedicalConditionIncident_COVID_19_Seroprevalence,dcs:UpperConfidenceIntervalLimit_EstimatedCumulativeCount_MedicalConditionIncident_COVID_19_Seroprevalence,End_Date
dcid:geoId/05,165,7.8,3.61,11.73,334,3.6,1.69,5.91,247,4.3,1.72,7.34,237,5.1,2.23,8.24,392,4.3,2.36,6.62,600,5.6,3.54,7.74,992,4.9,3.5,6.41,146543,104673,191702,2020-09-08
dcid:geoId/04,29,,,,755,9.3,5.9,13.18,179,5.4,0.57,13.06,67,,,,83,3.9,0.7,8.35,947,5.8,4.39,7.56,1030,4.9,3.05,7.11,340388,211874,493909,2020-09-09
dcid:geoId/06,245,7.6,3.88,11.43,247,6.3,3.2,9.78,245,4.5,1.97,7.77,246,4.0,1.56,7.38,446,6.0,3.6,9.1,537,6.0,3.79,8.83,983,6.0,4.2,7.82,2348926,1644248,3061433,2020-09-09
dcid:geoId/08,249,4.0,1.83,6.38,259,3.6,1.24,6.44,261,3.1,1.09,5.24,256,3.4,1.08,5.82,459,4.4,2.14,7.06,566,2.8,1.52,4.25,1025,3.6,2.31,5.09,199121,127769,281535,2020-09-04
dcid:geoId/09,245,6.9,3.91,10.32,246,5.1,2.68,7.98,245,2.6,0.67,5.1,247,1.4,0.0,3.08,398,4.6,2.53,6.63,585,4.1,2.33,5.9,983,4.3,2.9,5.69,154005,103864,203788,2020-09-04
dcid:geoId/11,25,,,,256,5.7,2.64,9.24,152,4.9,1.52,9.31,210,3.3,0.94,6.48,288,5.7,2.47,10.11,355,4.3,1.98,7.19,643,5.0,2.83,7.55,34225,19371,51680,2020-09-10
dcid:geoId/10,45,,,,243,5.3,2.73,8.69,264,2.9,0.8,5.42,362,1.1,0.23,2.28,386,3.9,1.13,7.88,528,5.0,2.29,8.77,914,4.5,2.42,7.12,42727,22978,67604,2020-09-10
dcid:geoId/12,245,3.8,1.11,6.51,246,9.3,5.38,13.53,245,5.1,2.22,8.97,245,0.7,0.0,1.87,377,6.0,3.12,9.09,604,5.3,3.37,7.7,981,5.7,3.93,7.49,1174094,809507,1542801,2020-09-09
dcid:geoId/13,254,13.4,8.84,18.51,248,6.8,3.83,10.6,258,9.3,5.3,13.99,260,5.5,2.58,9.08,443,8.2,5.51,11.58,577,9.2,6.52,12.51,1020,8.7,6.69,11.14,895881,688902,1147140,2020-09-10
dcid:geoId/15,3,,,,4,,,,1,,,,4,,,,5,,,,7,,,,12,,,,,,,2020-09-09
dcid:geoId/19,52,,,,366,9.8,6.72,12.99,338,8.7,5.66,12.16,250,3.5,1.2,6.02,501,7.6,4.68,11.0,505,9.3,5.93,12.85,1006,8.4,6.15,10.74,263130,192649,336430,2020-09-10
dcid:geoId/16,17,,,,198,7.0,3.23,12.14,242,4.4,1.56,8.13,333,3.4,0.88,6.9,306,8.0,2.67,15.94,484,3.4,1.86,5.61,790,5.7,2.9,9.7,96205,48946,163717,2020-09-10
dcid:geoId/17,245,9.6,5.89,13.41,244,3.1,1.28,5.33,244,6.7,1.86,14.3,246,4.9,2.3,7.94,410,5.0,3.04,7.34,569,6.1,3.5,9.83,979,5.6,3.9,7.67,718004,500038,983409,2020-09-03
dcid:geoId/18,17,,,,542,3.8,1.81,5.97,220,3.0,0.63,6.29,205,1.7,0.16,3.93,233,2.0,0.36,4.09,751,2.8,1.47,4.46,984,2.4,1.36,3.52,159298,90269,233637,2020-09-09
dcid:geoId/20,243,1.9,0.57,3.62,257,3.4,0.92,6.49,265,3.9,1.51,6.77,259,1.9,0.29,4.68,470,1.9,0.61,3.44,555,3.9,1.9,6.39,1025,2.9,1.57,4.31,84355,45668,125368,2020-09-03
dcid:geoId/21,202,2.3,0.45,4.5,257,3.5,1.4,5.84,263,4.0,1.52,6.54,261,2.0,0.3,3.95,446,2.6,1.03,4.48,537,3.5,1.97,5.23,983,3.1,1.91,4.33,137646,84808,192261,2020-09-08
dcid:geoId/22,208,8.3,4.25,14.5,266,9.9,6.04,14.73,265,7.9,4.55,12.36,262,6.5,3.35,11.0,404,6.3,3.49,9.56,597,10.8,7.4,15.35,1001,8.6,6.65,11.3,401071,310130,526989,2020-09-08
dcid:geoId/25,244,5.3,2.09,8.98,248,2.1,0.39,4.58,245,7.0,3.46,10.67,244,1.3,0.0,3.19,420,4.5,2.28,6.98,561,2.8,1.39,4.66,981,3.6,2.36,5.08,245887,161193,346974,2020-09-05
dcid:geoId/24,76,15.6,7.84,24.49,304,6.2,3.54,9.16,317,7.7,4.7,11.14,283,1.4,0.0,3.31,394,9.9,6.23,14.31,586,6.0,3.52,9.0,980,7.9,5.72,10.35,474271,343396,621356,2020-09-08
dcid:geoId/23,24,,,,293,0.3,0.0,1.19,213,3.2,1.05,6.49,229,0.3,0.0,1.36,304,1.5,0.43,2.78,455,1.6,0.0,4.96,759,1.5,0.44,3.22,19992,5864,42917,2020-09-10
dcid:geoId/26,243,5.2,2.25,8.28,244,3.3,1.09,6.51,244,2.9,1.0,5.36,245,1.9,0.34,3.81,408,3.6,1.57,5.86,568,3.2,1.74,4.89,976,3.4,2.16,4.95,338555,215082,492896,2020-09-03
dcid:geoId/27,174,4.7,0.51,11.63,272,11.8,7.88,17.03,264,10.6,5.42,17.43,262,7.4,3.71,12.79,430,6.9,4.05,10.79,544,11.5,7.97,15.79,974,9.2,6.71,11.95,508517,370886,660519,2020-09-08
dcid:geoId/29,248,5.8,3.02,8.96,256,2.7,0.85,5.12,264,2.0,0.33,3.86,252,0.6,0.0,1.7,466,2.3,0.79,3.95,558,3.5,1.88,5.22,1024,2.9,1.74,4.17,176612,105967,253956,2020-09-10
dcid:geoId/28,24,,,,320,9.9,5.73,14.11,320,4.0,1.7,7.26,323,6.4,2.79,11.09,383,4.8,2.17,8.23,604,11.8,5.49,20.0,987,8.4,4.89,12.73,251056,146150,380469,2020-09-10
dcid:geoId/30,22,,,,182,1.2,0.0,2.93,146,0.4,0.0,1.42,168,2.2,0.0,5.1,192,1.0,0.0,2.33,326,0.9,0.0,1.97,518,0.9,0.23,1.82,9376,2396,18960,2020-09-09
dcid:geoId/37,242,6.5,3.2,9.94,240,2.9,0.96,5.52,250,3.1,0.98,5.53,250,3.0,0.91,5.74,403,2.8,1.31,4.65,579,4.7,2.57,7.26,982,3.8,2.33,5.26,385914,236626,534186,2020-09-09
dcid:geoId/38,5,,,,43,,,,29,,,,28,,,,28,,,,81,0.5,0.0,2.04,109,0.2,0.0,0.99,1504,0,7447,2020-09-09
dcid:geoId/31,90,9.8,4.14,15.92,305,6.2,3.48,9.55,297,5.6,3.26,8.54,246,1.6,0.29,3.08,492,5.1,2.85,7.73,446,7.4,4.26,10.72,938,6.3,4.47,8.27,120000,85143,157524,2020-09-10
dcid:geoId/33,37,,,,387,1.8,0.59,3.33,463,1.2,0.38,2.27,260,1.0,0.0,2.22,500,1.6,0.19,3.9,647,1.7,0.76,2.86,1147,1.6,0.73,2.84,21498,9808,38159,2020-09-03
dcid:geoId/34,195,17.4,12.23,22.94,277,12.2,8.35,16.66,245,14.5,9.89,19.19,227,5.4,2.34,9.1,374,11.6,8.27,15.28,570,14.0,10.83,17.51,944,12.8,10.49,15.35,1136876,931706,1363363,2020-09-07
dcid:geoId/35,153,2.0,0.0,4.97,276,5.8,3.0,9.35,277,2.5,0.88,4.59,279,2.3,0.5,5.09,406,3.2,1.11,6.06,579,4.1,2.27,6.36,985,3.7,2.28,5.55,77420,47707,116130,2020-09-08
dcid:geoId/32,226,5.4,2.55,8.62,253,7.1,4.02,10.4,250,6.7,3.59,10.15,251,6.5,2.42,12.23,413,6.5,3.71,9.79,567,6.6,4.38,8.8,980,6.5,4.63,8.58,189985,135328,250780,2020-08-29
dcid:geoId/36,246,18.2,14.05,23.29,261,23.0,17.51,29.15,259,20.2,15.04,25.2,277,10.8,7.22,14.96,483,18.7,14.92,22.86,560,20.3,16.36,24.53,1043,19.5,16.88,22.38,3825598,3311595,4390610,2020-09-10
dcid:geoId/39,75,10.2,3.42,17.85,294,4.2,1.93,7.02,305,4.0,1.55,7.12,309,1.1,0.0,2.78,419,5.5,2.59,8.84,564,4.6,2.03,7.39,983,5.0,3.17,7.14,582094,369048,831230,2020-09-10
dcid:geoId/40,243,9.5,5.15,14.26,244,4.9,2.18,8.13,245,3.8,1.72,6.52,247,2.1,0.0,4.53,386,5.5,2.88,8.23,593,5.4,3.16,7.82,979,5.4,3.83,7.29,211579,150065,285632,2020-09-01
dcid:geoId/41,120,1.6,0.0,3.98,352,2.6,0.77,5.03,248,1.1,0.0,3.16,248,1.4,0.29,3.14,434,2.3,0.7,4.06,534,1.5,0.33,2.97,968,1.9,0.92,2.94,77557,37554,120009,2020-09-10
dcid:geoId/42,12,,,,498,15.2,12.09,18.46,151,7.5,3.26,12.56,184,1.8,0.0,4.68,517,14.5,9.3,22.42,328,4.7,2.58,7.65,845,9.5,6.58,13.56,1215162,841660,1734484,2020-09-09
dcid:geoId/72,245,1.9,0.34,4.21,245,3.3,1.13,6.01,245,0.4,0.0,1.44,245,3.5,1.26,6.15,411,3.3,1.31,5.77,569,1.8,0.73,3.08,980,2.5,1.36,3.76,84674,46062,127349,2020-09-03
dcid:geoId/44,45,,,,278,3.5,1.39,5.84,226,3.9,1.44,6.85,237,1.8,0.35,4.1,331,3.5,1.34,6.23,455,2.6,1.07,4.33,786,3.1,1.73,4.64,32755,18279,49027,2020-09-10
dcid:geoId/45,96,6.7,2.02,12.97,262,10.1,5.97,14.42,308,4.8,2.25,7.9,261,3.3,1.1,6.13,422,6.5,3.53,9.76,505,7.8,5.25,11.28,927,7.2,5.12,9.57,356827,253743,474282,2020-09-10
dcid:geoId/46,0,,,,45,,,,28,,,,24,,,,76,1.3,0.0,4.89,21,,,,97,0.7,0.0,2.47,6050,0,21348,2020-09-10
dcid:geoId/47,190,5.3,2.05,9.01,260,7.0,3.81,11.03,251,3.5,1.11,6.07,249,4.0,1.59,6.91,423,5.6,3.18,8.52,527,5.2,2.96,7.74,950,5.4,3.62,7.31,359159,240769,486195,2020-09-08
dcid:geoId/48,231,6.3,2.92,10.13,250,6.1,3.0,9.69,251,5.8,2.66,9.9,247,3.8,1.61,6.9,442,6.8,4.08,10.31,537,4.9,2.63,7.54,979,5.8,4.04,7.92,1617341,1126562,2208507,2020-09-02
dcid:geoId/49,49,,,,430,4.3,2.25,6.76,318,6.5,3.68,10.08,307,2.3,0.58,4.2,483,6.1,2.77,10.49,621,3.8,1.77,6.77,1104,4.9,2.82,7.67,149222,85879,233578,2020-09-08
dcid:geoId/51,30,,,,325,4.9,2.28,7.84,323,3.2,1.04,5.62,329,1.8,0.31,3.59,362,3.2,1.09,5.79,645,3.8,1.57,6.63,1007,3.5,1.97,5.26,294482,165751,442565,2020-09-08
dcid:geoId/50,12,,,,197,0.0,0.0,1.86,138,0.5,0.0,1.92,138,1.5,0.0,4.37,167,0.4,0.0,1.39,318,0.4,0.0,1.09,485,0.4,0.0,0.94,2500,0,5875,2020-09-10
dcid:geoId/53,186,6.0,2.36,9.99,131,5.6,1.95,10.8,250,2.5,0.71,4.76,253,1.7,0.16,3.57,357,4.6,1.74,8.62,463,4.5,2.08,7.85,820,4.5,2.63,6.94,328245,191841,506227,2020-09-10
dcid:geoId/55,83,0.8,0.0,3.1,305,4.2,1.78,7.03,288,2.3,0.44,4.33,299,1.4,0.2,2.85,437,2.2,0.84,3.85,539,3.0,1.3,4.93,976,2.6,1.48,3.95,150238,85520,228247,2020-09-10
dcid:geoId/54,37,,,,376,2.5,1.0,4.44,367,1.1,0.0,2.46,348,1.5,0.27,3.11,489,1.5,0.5,2.67,639,1.5,0.56,2.79,1128,1.5,0.78,2.38,27436,14267,43531,2020-09-10
dcid:geoId/56,3,,,,24,,,,24,,,,19,,,,29,,,,41,,,,70,,,,,,,2020-09-09
dcid:country/USA,6484,7.7,6.85,8.62,14079,7.4,6.8,7.99,12426,5.9,5.24,6.59,12316,3.3,2.79,3.8,18983,6.4,5.94,7.0,26344,6.4,5.9,6.84,45327,6.4,6.07,6.77,20882558,19805801,22089831,2020-09-10
dcid:geoId/02,13,,,,186,0.0,0.0,1.96,251,2.1,0.56,4.25,231,0.0,0.0,1.58,273,0.2,0.0,0.95,408,0.6,0.12,1.23,681,0.4,0.11,0.82,2954,812,6056,2020-09-18
dcid:geoId/01,108,16.1,8.47,24.39,267,8.1,4.76,11.73,261,4.6,2.12,7.92,269,4.9,2.29,7.99,394,7.4,3.95,11.21,511,9.9,6.44,13.76,905,8.7,6.19,11.31,423227,301124,550195,2020-09-18
dcid:geoId/05,168,8.6,4.2,13.1,319,6.9,3.82,9.94,251,5.2,2.49,8.54,252,2.6,0.64,4.99,415,6.8,4.22,9.26,575,5.7,3.75,8.02,990,6.3,4.6,8.03,188412,137571,240151,2020-09-18
dcid:geoId/04,38,,,,660,9.6,5.03,15.86,347,4.4,1.07,9.09,163,0.1,0.0,0.42,133,2.8,0.0,6.62,1075,8.0,4.34,12.86,1208,5.4,3.08,8.52,375121,213958,591858,2020-09-23
dcid:geoId/06,245,8.1,4.35,12.01,246,4.7,1.83,8.13,244,3.6,1.18,6.65,244,2.1,0.38,4.66,402,5.9,3.22,8.67,577,4.0,2.03,6.21,979,4.9,3.17,6.85,1918289,1241016,2681690,2020-09-16
dcid:geoId/08,251,4.5,1.3,9.81,259,3.6,1.33,6.34,260,1.9,0.51,3.45,262,2.3,0.65,4.23,458,2.7,0.91,5.05,574,3.9,1.76,6.53,1032,3.3,1.9,4.92,182528,105092,272132,2020-09-18
dcid:geoId/09,249,4.1,1.5,7.2,244,2.0,0.52,3.86,245,4.3,1.74,7.27,244,3.1,0.83,5.63,414,3.2,1.76,4.96,568,3.0,1.59,4.61,982,3.1,2.06,4.37,111027,73779,156512,2020-09-14
dcid:geoId/11,116,7.5,2.7,12.52,329,6.0,3.31,9.02,203,8.7,4.43,12.74,328,4.1,1.82,6.63,447,7.1,4.36,9.97,529,5.9,3.49,8.57,976,6.5,4.47,8.29,44492,30597,56745,2020-09-24
dcid:geoId/10,56,,,,283,8.6,4.62,12.73,271,2.9,0.93,5.2,370,3.2,1.38,5.6,410,7.6,3.93,11.89,570,7.4,4.09,11.24,980,7.5,4.89,10.5,71212,46430,99697,2020-09-24
dcid:geoId/12,245,13.0,8.08,18.74,245,10.0,6.19,13.81,245,6.5,3.37,10.6,244,3.0,1.04,5.76,433,9.3,6.12,12.83,546,7.8,5.27,10.68,979,8.5,6.55,10.68,1750842,1349178,2199881,2020-09-11
dcid:geoId/13,310,18.7,13.95,23.87,260,15.1,10.33,20.63,262,5.4,2.75,8.9,268,6.3,2.78,10.57,467,14.0,9.71,18.0,633,12.1,8.45,15.24,1100,13.0,10.51,15.79,1338673,1082266,1625973,2020-09-18
dcid:geoId/15,8,,,,166,1.9,0.0,5.1,158,0.0,0.0,2.31,184,0.3,0.0,1.77,196,1.4,0.0,3.97,320,0.3,0.0,1.22,516,0.8,0.0,2.18,11376,0,31000,2020-09-22
dcid:geoId/19,42,,,,322,11.3,7.24,15.02,326,9.9,6.85,13.12,287,3.3,1.32,5.78,509,5.9,3.27,9.28,468,9.2,6.43,12.32,977,7.6,5.56,10.02,238070,174167,313876,2020-09-24
dcid:geoId/16,23,,,,229,4.1,1.59,7.42,250,7.8,3.83,12.51,230,1.6,0.0,3.49,275,2.6,1.1,4.67,457,7.8,3.13,14.14,732,5.2,2.74,8.46,87766,46246,142789,2020-09-18
dcid:geoId/17,257,5.7,2.87,8.71,245,3.5,1.33,6.13,245,6.9,3.73,10.43,245,2.6,0.72,5.17,442,6.2,3.88,8.91,550,2.9,1.67,4.44,992,4.5,3.1,6.07,576967,397466,778265,2020-09-17
dcid:geoId/18,23,,,,625,2.6,1.39,3.88,246,3.0,0.98,5.86,261,2.8,0.77,5.05,288,5.5,0.72,15.45,867,2.5,1.57,3.55,1155,4.0,1.44,8.79,265497,95579,583430,2020-09-23
dcid:geoId/20,237,5.0,2.04,8.01,262,3.6,1.67,6.05,255,2.3,0.39,4.48,253,2.3,0.45,4.48,455,3.4,1.77,5.58,552,3.5,1.82,5.36,1007,3.5,2.31,4.84,101807,67193,140785,2020-09-19
dcid:geoId/21,188,4.1,1.14,7.6,275,4.8,2.22,7.63,250,2.5,0.62,4.74,267,1.5,0.0,3.42,404,5.0,2.67,7.52,576,2.4,1.12,4.02,980,3.6,2.33,5.21,159847,103457,231335,2020-09-18
dcid:geoId/22,200,15.1,9.78,21.76,254,15.5,10.87,21.5,248,8.4,4.52,12.9,250,4.8,1.91,8.22,370,11.8,8.05,16.83,582,13.1,9.57,16.89,952,12.5,10.02,15.61,582952,467294,727990,2020-09-19
dcid:geoId/25,247,5.3,2.31,8.46,249,5.2,2.27,8.41,247,1.4,0.0,3.23,245,0.6,0.0,1.95,434,3.1,1.28,5.55,554,4.2,2.3,6.44,988,3.7,2.23,5.16,252717,152313,352438,2020-09-15
dcid:geoId/24,96,11.5,5.26,18.5,393,13.5,9.92,17.33,433,6.4,4.06,8.95,320,3.6,1.81,5.81,676,12.7,9.66,15.94,566,7.8,4.76,11.01,1242,10.2,7.91,12.68,612350,474872,761236,2020-09-23
dcid:geoId/23,40,,,,380,0.8,0.0,1.66,246,0.4,0.0,1.1,321,0.4,0.0,1.09,377,0.2,0.0,0.73,610,0.7,0.15,1.41,987,0.5,0.09,0.87,6664,1200,11595,2020-09-24
dcid:geoId/26,206,7.3,3.8,11.09,283,3.3,1.37,5.55,247,1.9,0.35,3.83,244,1.9,0.0,3.96,434,2.4,0.87,4.24,546,4.9,2.86,6.99,980,3.7,2.54,4.93,368427,252920,490904,2020-09-22
dcid:geoId/27,85,10.6,1.68,21.27,392,8.7,4.27,14.25,310,6.4,3.18,10.9,246,4.0,1.76,6.66,428,8.5,3.9,13.28,605,7.5,3.69,12.69,1033,8.0,4.74,11.43,442189,261997,631777,2020-09-23
dcid:geoId/29,249,5.1,2.34,8.57,257,4.2,1.33,7.48,262,2.3,0.64,4.18,263,1.2,0.0,3.16,475,3.1,1.49,5.47,556,3.9,2.0,6.07,1031,3.5,2.15,5.01,213152,130936,305112,2020-09-24
dcid:geoId/28,30,,,,284,11.9,6.94,17.26,339,7.6,3.81,11.71,327,6.2,2.84,10.21,397,7.6,4.42,11.42,583,8.2,4.35,12.81,980,7.9,5.35,10.87,236112,159899,324878,2020-09-22
dcid:geoId/30,24,,,,162,0.8,0.0,3.09,164,3.3,0.73,7.47,158,2.3,0.0,5.39,177,2.0,0.31,4.49,331,2.5,0.33,6.41,508,2.2,0.67,4.38,22918,6980,45628,2020-09-23
dcid:geoId/37,184,10.1,5.68,16.04,247,8.4,4.58,12.59,247,4.4,1.76,7.37,247,0.4,0.0,1.39,392,6.9,3.93,10.07,533,6.7,4.38,9.36,925,6.8,4.83,8.87,690582,490517,900804,2020-09-17
dcid:geoId/38,5,,,,44,,,,34,,,,30,,,,34,,,,79,2.4,0.0,6.98,113,1.2,0.0,3.4,9026,0,25575,2020-09-24
dcid:geoId/31,71,,,,396,5.1,2.82,7.46,260,7.5,4.43,11.16,249,6.0,3.21,9.08,506,6.5,3.76,9.77,470,7.0,4.24,10.2,976,6.7,4.8,8.88,127619,91428,169143,2020-09-18
dcid:geoId/33,51,,,,373,1.1,0.18,2.18,260,0.6,0.0,1.63,350,1.1,0.0,2.67,404,0.9,0.05,1.86,630,0.6,0.06,1.35,1034,0.7,0.26,1.32,9405,3493,17736,2020-09-17
dcid:geoId/34,209,18.1,12.68,23.29,285,18.9,14.75,23.77,301,12.0,8.4,15.5,255,4.8,2.09,7.82,478,17.9,14.25,21.72,572,12.4,9.53,15.58,1050,15.1,12.65,17.63,1341159,1123553,1565869,2020-09-23
dcid:geoId/35,177,4.0,1.13,8.35,267,1.7,0.42,3.73,289,1.7,0.23,3.49,281,2.4,0.45,5.13,399,2.1,0.63,4.23,615,2.6,1.3,4.35,1014,2.4,1.19,3.65,50218,24900,76374,2020-09-24
dcid:geoId/32,230,6.3,3.13,9.91,249,9.8,5.96,14.45,250,9.2,5.7,13.38,250,2.5,0.78,4.69,379,8.3,5.4,11.77,600,7.2,4.86,9.99,979,7.8,5.9,9.99,227982,172448,291993,2020-09-12
dcid:geoId/36,305,21.4,16.82,26.39,282,17.2,13.15,21.68,301,16.5,12.1,20.83,280,11.2,7.66,14.59,539,16.0,12.51,19.44,629,18.0,14.96,21.24,1168,17.0,14.72,19.23,3335137,2887836,3772629,2020-09-24
dcid:geoId/39,100,4.9,0.85,9.91,278,2.0,0.44,3.77,271,2.1,0.36,4.05,329,3.1,1.15,5.27,438,3.1,1.26,5.21,540,2.6,1.0,4.62,978,2.8,1.69,4.16,325973,196748,484302,2020-09-22
dcid:geoId/40,245,7.1,3.68,10.91,245,5.5,2.77,8.59,245,3.8,1.44,6.85,245,1.6,0.0,3.65,399,3.7,1.68,6.04,581,6.2,3.93,8.52,980,5.0,3.44,6.54,195907,134784,256246,2020-09-18
dcid:geoId/41,117,5.2,1.65,9.92,255,1.7,0.0,4.05,328,2.1,0.7,4.09,271,2.5,0.52,4.97,408,2.9,1.05,5.21,563,2.4,0.93,4.18,971,2.6,1.51,4.06,106131,61637,165727,2020-09-22
dcid:geoId/42,36,,,,848,14.8,12.18,17.11,236,8.6,5.22,12.6,221,2.5,0.42,4.97,875,18.5,14.4,23.51,466,4.1,2.38,5.87,1341,11.1,8.85,13.71,1419821,1132020,1753671,2020-09-23
dcid:geoId/72,245,2.6,0.5,5.34,241,2.7,0.62,5.24,245,3.9,1.32,7.18,239,2.8,0.61,5.67,369,3.9,2.0,6.3,601,2.1,0.82,3.7,970,3.0,1.78,4.27,101608,60288,144622,2020-09-15
dcid:geoId/44,27,,,,263,1.7,0.32,3.77,253,4.1,1.73,6.76,252,1.6,0.0,3.31,348,3.9,1.05,8.15,447,1.5,0.54,2.69,795,2.7,1.15,4.91,28528,12151,51880,2020-09-24
dcid:geoId/45,81,9.6,3.2,17.53,308,10.4,6.69,14.54,304,3.9,1.6,6.46,282,3.9,1.68,6.34,446,8.9,5.65,12.93,529,6.8,4.2,9.92,975,7.8,5.58,10.19,386562,276541,505009,2020-09-18
dcid:geoId/46,2,,,,48,,,,27,,,,22,,,,65,,,,34,,,,99,1.8,0.0,4.82,15557,0,41659,2020-09-23
dcid:geoId/47,253,10.8,7.19,15.29,258,6.8,3.5,10.78,257,5.8,3.27,9.01,260,1.7,0.33,3.57,443,7.4,4.67,10.56,585,6.0,3.87,8.39,1028,6.7,4.96,8.57,445623,329894,569998,2020-09-16
dcid:geoId/48,229,12.7,8.35,17.62,252,8.5,4.72,12.6,253,5.3,2.68,8.6,254,1.8,0.31,3.75,448,7.1,4.15,10.37,540,9.4,6.27,12.66,988,8.2,6.16,10.47,2286586,1717728,2919580,2020-09-24
dcid:geoId/49,46,,,,348,7.3,4.48,10.48,344,6.2,3.79,8.68,284,1.2,0.0,2.94,423,4.8,1.74,10.17,597,5.4,3.64,7.46,1022,5.1,3.29,7.9,155313,100192,240583,2020-09-18
dcid:geoId/51,25,,,,390,4.9,2.67,7.62,364,1.6,0.27,3.19,332,1.1,0.2,2.26,422,1.4,0.29,3.11,689,5.0,2.46,8.53,1111,3.2,1.81,5.13,269241,152289,431627,2020-09-23
dcid:geoId/50,14,,,,203,0.4,0.0,1.59,176,0.6,0.0,2.24,104,2.4,0.0,5.68,195,0.8,0.0,1.97,302,2.7,0.0,7.64,497,1.7,0.27,4.15,10625,1687,25937,2020-09-24
dcid:geoId/53,125,4.2,0.88,8.66,283,2.2,0.51,4.46,287,1.1,0.0,2.68,273,2.5,0.68,4.75,428,2.9,1.0,5.55,540,2.0,0.84,3.57,968,2.5,1.29,3.83,182358,94097,279373,2020-09-22
dcid:geoId/55,44,,,,351,3.9,1.85,6.26,255,2.4,0.65,4.44,326,3.3,1.37,5.73,422,5.4,2.2,9.21,554,2.2,1.02,3.61,976,3.8,2.2,5.73,219579,127125,331102,2020-09-24
dcid:geoId/54,31,,,,329,1.9,0.37,3.84,307,1.7,0.0,3.7,301,1.0,0.0,2.35,445,1.8,0.48,3.24,523,0.8,0.1,1.82,968,1.3,0.51,2.18,23778,9328,39873,2020-09-22
dcid:geoId/56,6,,,,38,,,,47,,,,20,,,,55,,,,56,,,,111,1.5,0.0,3.97,8728,0,23099,2020-09-24
dcid:country/USA,6612,9.7,8.8,10.61,15157,7.7,7.13,8.31,13207,5.5,4.91,6.09,12933,3.1,2.66,3.59,20343,7.3,6.78,7.81,27564,6.4,5.99,6.87,47909,6.8,6.49,7.18,22187718,21176219,23427620,2020-09-24
dcid:geoId/02,22,,,,447,1.1,0.18,2.24,321,1.7,0.22,3.55,204,1.1,0.0,3.17,410,1.0,0.22,1.95,584,0.9,0.24,1.82,994,0.9,0.4,1.54,6647,2954,11373,2020-10-07
dcid:geoId/01,112,14.1,7.51,21.82,243,9.6,5.45,13.54,250,6.4,3.59,9.93,337,3.0,1.14,5.09,398,9.2,5.66,12.8,544,8.7,5.73,12.13,942,8.9,6.58,11.38,432957,320096,553601,2020-10-07
